"ProductId","ProductName","AverageQuantitySold","AverageQuantityAvailable","InventoryTurnoverRate"
219,Whmis - Spray Bottle Trigger,52.3889,12.0000,4.36574074
951,Wine - Savigny - Les - Beaune,52.3317,12.0000,4.36097360
578,Cocoa Powder - Natural,52.3010,12.0000,4.35841837
911,Sugar - Palm,52.2463,12.0000,4.35385878
587,Shiratamako - Rice Flour,52.2371,12.0000,4.35309278
331,Glass Clear 8 Oz,52.1302,12.0000,4.34418403
510,Blackberries,52.1287,12.0000,4.34405941
65,Tea - Lemon Scented,52.0809,12.0000,4.34007707
468,Wine - Baron De Rothschild,47.7389,11.0000,4.33989899
556,Pie Filling - Pumpkin,52.0583,12.0000,4.33818770
14,Pepper - Green Thai,47.6836,11.0000,4.33487417
430,Wine - Fume Blanc Fetzer,47.6700,11.0000,4.33363636
348,Cheese Cloth,51.9471,12.0000,4.32892628
434,"Placemat - Scallop, White",51.9106,12.0000,4.32588454
224,"Pasta - Spaghetti, Dry",47.5431,11.0000,4.32210429
383,Cotton Wet Mop 16 Oz,51.7625,12.0000,4.31354167
714,Melon - Cantaloupe,51.7402,12.0000,4.31168301
535,Yams,51.7273,12.0000,4.31060606
737,"Quail - Whole, Bone - In",51.5947,12.0000,4.29956140
825,Beans - Fava Fresh,47.2850,11.0000,4.29864061
64,"Pasta - Orzo, Dry",51.4949,12.0000,4.29124579
870,Wine - Fat Bastard Merlot,51.4751,12.0000,4.28959484
424,"Coke - Classic, 355 Ml",47.1784,11.0000,4.28894580
231,Pate Pans Yellow,47.1581,11.0000,4.28710359
499,French Kiss Vanilla,51.3465,12.0000,4.27887427
584,"Doilies - 12, Paper",51.2473,12.0000,4.27060932
610,Sherry - Dry,51.1961,12.0000,4.26633987
590,Wine - Wyndham Estate Bin 777,51.1823,12.0000,4.26519337
985,Chinese Foods - Plain Fried Rice,51.0984,12.0000,4.25820380
181,Cup Translucent 9 Oz,51.0240,12.0000,4.25200321
196,"Wine - Red, Black Opal Shiraz",51.0054,12.0000,4.25045290
350,Herb Du Provence - Primerba,50.9944,12.0000,4.24953184
489,Oil - Olive Bertolli,50.9592,12.0000,4.24659864
807,Soup - Campbells Asian Noodle,50.9369,12.0000,4.24474110
26,Towel Dispenser,46.6481,11.0000,4.24074074
125,"Pasta - Orzo, Dry",50.8187,12.0000,4.23488774
872,Soup - Campbells Mac N Cheese,50.8168,12.0000,4.23472949
635,Cheese - Comtomme,50.8083,12.0000,4.23402418
764,Rice Paper,50.7919,12.0000,4.23265651
918,"Wine - White, Riesling, Semi - Dry",50.7854,12.0000,4.23211382
962,Rice - Aborio,50.7713,12.0000,4.23093972
463,"Veal - Chops, Split, Frenched",50.7584,12.0000,4.22986891
565,Cup Translucent 9 Oz,50.7264,12.0000,4.22719735
366,Flavouring - Orange,50.6604,12.0000,4.22169811
592,Vol Au Vents,50.6396,12.0000,4.21996616
639,"Pork - Sausage, Medium",50.6262,12.0000,4.21884735
488,Wine - Riesling Dr. Pauly,50.5972,12.0000,4.21642970
802,Oxtail - Cut,50.5676,12.0000,4.21396396
699,Hand Towel,50.5507,12.0000,4.21256039
988,Wine - Manischewitz Concord,50.5450,12.0000,4.21208531
552,Cheese - Comte,50.4926,12.0000,4.20771757
126,Sauce - Caesar Dressing,50.4413,12.0000,4.20344288
715,Cookie - Oatmeal,50.4050,12.0000,4.20041667
147,Energy Drink Bawls,50.3774,12.0000,4.19811321
282,"Pork - Loin, Center Cut",50.3282,12.0000,4.19401709
304,Rum - Mount Gay Eclipes,50.2358,12.0000,4.18632075
751,Mortadella,50.2339,12.0000,4.18616208
101,Fork - Plastic,46.0049,11.0000,4.18226381
382,"Beef - Bones, Marrow",50.0351,12.0000,4.16959064
365,Raspberries - Fresh,50.0093,12.0000,4.16744548
525,Horseradish Root,50.0050,12.0000,4.16708126
754,Pail With Metal Handle 16l White,49.9858,12.0000,4.16548742
108,Pepper - Green Thai,49.9571,12.0000,4.16309524
493,Beer - Pilsner Urquell,49.8912,12.0000,4.15759931
997,Pork - Smoked Back Bacon,49.7127,12.0000,4.14272560
673,Beef - Tenderloin Tails,49.6811,12.0000,4.14009009
143,Muffin - Bran Ind Wrpd,45.5337,11.0000,4.13942308
120,Flour - Chickpea,49.5808,12.0000,4.13173401
30,Cake - Lemon Chiffon,49.4772,12.0000,4.12309645
524,Garbage Bags - Black,49.4153,12.0000,4.11794171
411,"Cake Circle, Foil, Scallop",49.4000,12.0000,4.11666667
679,Cheese - Le Cheve Noir,49.3969,12.0000,4.11640893
543,"Beef - Baby, Liver",48.9943,12.0000,4.08285985
451,"Pail - 4l White, With Handle",48.9444,12.0000,4.07870370
576,Vanilla Beans,48.8827,12.0000,4.07355442
389,"Squash - Pattypan, Yellow",48.8473,12.0000,4.07060755
926,Ecolab - Hobart Upr Prewash Arm,48.3788,12.0000,4.03156566
323,Jerusalem Artichoke,48.3645,12.0000,4.03037383
958,"Cup - 3.5oz, Foam",48.2246,12.0000,4.01871658
102,Foie Gras,47.8889,12.0000,3.99074074
884,Beer - Sleeman Fine Porter,47.7352,12.0000,3.97792998
159,Tobasco Sauce,47.4384,12.0000,3.95320197
853,Wine - Pinot Noir Mondavi Coastal,47.2808,12.0000,3.94006568
374,Carrots - Jumbo,47.2537,12.0000,3.93781095
855,Cream Of Tartar,47.2074,12.0000,3.93394777
311,Longos - Chicken Caeser Salad,47.1117,12.0000,3.92597293
583,Smoked Paprika,46.8340,12.0000,3.90283688
290,"Jam - Raspberry,jar",46.6884,12.0000,3.89069767
86,Tea - Herbal Sweet Dreams,46.2000,12.0000,3.85000000
205,Shichimi Togarashi Peppeers,45.6400,12.0000,3.80333333
127,Chicken - White Meat With Tender,44.9590,12.0000,3.74658120
